Day,Ad Creative Name,Spend,Impressions,CPM,Clicks,CTR,CPC,Shares,Comment,Post Reaction,Video Views
1/13/2021,"Through and through, glass has always been a packaging option you can depend on. #chooseglass 2021-01-08-5d8c5599053993530469edd2949f01fe",161.15,48803,3.3,84,0,0,0,1,79,13054
1/13/2021,"Through and through, glass has always been a packaging option you can depend on. #chooseglass 2021-01-08-7cffb4bbbbb06c07964f540a88786629",161.51,24386,6.62,426,0,0,6,4,102,13355
1/14/2021,**Unlock a Memory** What’s the first place that comes to mind when you see this glass bottle? 🌀  👀 2021-01-11-5fa427d13db9a80ec7808a717d3f0d23,172.48,14222,12.13,1164,0,0,35,169,1170,0
1/14/2021,**Unlock a Memory** What’s the first place that comes to mind when you see this glass bottle? 🌀  👀 2021-01-11-631c2ab505ab54be78de2307b1342375,173.97,14903,11.67,200,0,0,7,20,1251,0
1/14/2021,"After a long day, you deserve to treat yourself, mama. Kick back, relax, and transform the moment w 2021-01-11-cf8c5e94c9d8f60288151d8b27ac1376",174.56,14707,11.87,487,0,0,29,9,705,0
1/14/2021,"After a long day, you deserve to treat yourself, mama. Kick back, relax, and transform the moment w 2021-01-11-f3084ba993a9d0c7e181185ec5852132",173.04,13031,13.28,419,0,0,28,33,963,0
1/14/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-2d3cb4941c79883830a3662b6e4a8f38,338.66,37239,9.09,61,0,0,0,1,2284,0
1/14/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-73ed29631abd9ad191bfa02f538e7165,339.44,39315,8.63,253,0,0,11,21,2362,0
1/14/2021,"Beer bottle or beer glass, either way – glass is always a winner in our book! Cheers to homegating  2021-01-13-8abb2b16fff78dbf0b097a9e144002d8",187.91,37891,4.96,174,0,0,0,0,15,15922
1/14/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-735d90d30253b12e999b9fb1e2228b82",348.64,32389,10.76,184,0,0,3,2,21,0
1/14/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-8fa521bf64d1410951793f5a1d6fe974",341.6,32763,10.43,1940,0,0,101,50,2072,0
1/14/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-c98583d902758574fbc6bf0d4cdd64db",343.35,36380,9.44,2583,0,343.35,130,44,1948,0
1/14/2021,Cheers to dialing up virtual hoppy hour with your favorite glass bottled beverage. 🍺 #chooseglass 2021-01-11-86d41bd08b442fd1e4eef46ee8c88d88,172.79,6744,25.62,318,0,0,4,3,1163,0
1/14/2021,Cheers to dialing up virtual hoppy hour with your favorite glass bottled beverage. 🍺 #chooseglass 2021-01-11-bcc729763912779ce8cc44ae811b9987,171.76,5433,31.61,185,0,0,5,1,653,0
1/14/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-08-22025b5731324192efa442fae5e4abc2",160.14,25862,6.19,306,0,0,13,3,2608,0
1/14/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-10-738338888f4a9095848818c670436df5",157.75,30482,5.18,64,0,0,0,0,2234,0
1/14/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-10-a0e54181dc968fa98b135f9366bf5a44",160.94,28235,5.7,166,0,0,2,3,2339,0
1/14/2021,"Let’s raise a glass to the New Year—here’s to the cleanest, most sustainable choice for the entire  2021-01-11-153c57f42d243a1a33b6937df25c5a93",197.88,12156,16.28,74,0,0,1,2,685,0
1/14/2021,"Let’s raise a glass to the New Year—here’s to the cleanest, most sustainable choice for the entire  2021-01-11-7b99af4bc8e3d81bc9312a59fefee5dc",198.88,10198,19.5,173,0,0,0,0,1540,0
1/14/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-1818a6dfa56d6cb750cc83e23dd79524,163.22,8880,18.38,395,0.0001,163.22,19,4,620,0
1/14/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-51e65db5edf983a5844b758d0146f648,160.23,14567,11,22,0,0,0,1,1496,0
1/14/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-75dc086d0b03088f9eb56636dee05a4f,115.02,14016,8.21,683,0,0,32,3,1079,0
1/14/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-b06a37f6eb6e036f0bfd8f995f903f6e,160.67,8018,20.04,349,0,0,6,1,787,0
1/14/2021,No curbside recycling? No worries. Your local drop-off makes glass recycling quick and easy. ♻️ #ch 2020-12-22-fe64d858034868c51cc032cd5d277bbc,337.99,70452,4.8,1405,0,0,4,8,71,32051
1/14/2021,Our goal for 2021? More glass packaging! #chooseglass 2021-01-08-240367975a0a94a2072a57613cc7bc33,161.57,4653,34.72,199,0,0,3,2,565,0
1/14/2021,Our goal for 2021? More glass packaging! #chooseglass 2021-01-08-9829329c1a51d6cac12a32e9977b599d,161.82,7930,20.41,334,0,0,5,4,1250,0
1/14/2021,"The ultimate game day experience? Let’s face it, a glass bottle in hand is all you really need. #ch 2021-01-08-b504dcadb9d66b542695972ab5144160",162.22,9922,16.35,186,0,0,3,4,1425,0
1/14/2021,"Through and through, glass has always been a packaging option you can depend on. #chooseglass 2021-01-08-5d8c5599053993530469edd2949f01fe",165.9,52683,3.15,60,0,0,0,2,77,13309
1/14/2021,"Through and through, glass has always been a packaging option you can depend on. #chooseglass 2021-01-08-7cffb4bbbbb06c07964f540a88786629",166.59,27110,6.14,388,0,0,7,9,124,13510
1/15/2021,**Unlock a Memory** What’s the first place that comes to mind when you see this glass bottle? 🌀  👀 2021-01-11-5fa427d13db9a80ec7808a717d3f0d23,174.66,12519,13.95,782,0,0,23,101,1145,0
1/15/2021,**Unlock a Memory** What’s the first place that comes to mind when you see this glass bottle? 🌀  👀 2021-01-11-631c2ab505ab54be78de2307b1342375,173.93,15695,11.08,133,0,0,1,17,1062,0
1/15/2021,"After a long day, you deserve to treat yourself, mama. Kick back, relax, and transform the moment w 2021-01-11-cf8c5e94c9d8f60288151d8b27ac1376",174.19,15557,11.2,378,0,0,25,9,616,0
1/15/2021,"After a long day, you deserve to treat yourself, mama. Kick back, relax, and transform the moment w 2021-01-11-f3084ba993a9d0c7e181185ec5852132",172.8,14441,11.97,237,0,0,16,9,885,0
1/15/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-2d3cb4941c79883830a3662b6e4a8f38,340.06,38325,8.87,38,0,0,0,4,2059,0
1/15/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-73ed29631abd9ad191bfa02f538e7165,343.65,38569,8.91,273,0,343.65,22,8,2266,0
1/15/2021,"Beer bottle or beer glass, either way – glass is always a winner in our book! Cheers to homegating  2021-01-13-8abb2b16fff78dbf0b097a9e144002d8",191.38,36263,5.28,176,0,191.38,1,1,12,14824
1/15/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-735d90d30253b12e999b9fb1e2228b82",348.64,31863,10.94,123,0,0,1,3,19,0
1/15/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-8fa521bf64d1410951793f5a1d6fe974",341.36,32384,10.54,1653,0,0,91,38,1806,0
1/15/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-c98583d902758574fbc6bf0d4cdd64db",346.83,33728,10.28,2450,0,0,115,44,1773,0
1/15/2021,Cheers to dialing up virtual hoppy hour with your favorite glass bottled beverage. 🍺 #chooseglass 2021-01-11-86d41bd08b442fd1e4eef46ee8c88d88,173.13,7161,24.18,402,0,0,3,7,1037,0
1/15/2021,Cheers to dialing up virtual hoppy hour with your favorite glass bottled beverage. 🍺 #chooseglass 2021-01-11-bcc729763912779ce8cc44ae811b9987,172.44,5812,29.67,172,0,0,2,2,578,0
1/15/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-08-22025b5731324192efa442fae5e4abc2",159.37,21949,7.26,288,0,0,9,2,1995,0
1/15/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-10-738338888f4a9095848818c670436df5",160.33,25342,6.33,39,0,0,0,1,1667,0
1/15/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-10-a0e54181dc968fa98b135f9366bf5a44",159.71,24735,6.46,222,0,159.71,10,1,1835,0
1/15/2021,"Let’s raise a glass to the New Year—here’s to the cleanest, most sustainable choice for the entire  2021-01-11-153c57f42d243a1a33b6937df25c5a93",196.45,11455,17.15,105,0,0,1,3,562,0
1/15/2021,"Let’s raise a glass to the New Year—here’s to the cleanest, most sustainable choice for the entire  2021-01-11-7b99af4bc8e3d81bc9312a59fefee5dc",196.13,9911,19.79,211,0,0,5,6,1317,0
1/15/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-1818a6dfa56d6cb750cc83e23dd79524,162.7,8576,18.97,328,0,0,19,2,521,0
1/15/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-51e65db5edf983a5844b758d0146f648,163.3,13286,12.29,25,0,0,0,0,1383,0
1/15/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-75dc086d0b03088f9eb56636dee05a4f,114.81,15199,7.55,694,0.0001,114.81,31,4,989,0
1/15/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-b06a37f6eb6e036f0bfd8f995f903f6e,164.65,8512,19.34,291,0,0,7,0,689,0
1/15/2021,No curbside recycling? No worries. Your local drop-off makes glass recycling quick and easy. ♻️ #ch 2020-12-22-fe64d858034868c51cc032cd5d277bbc,343.21,69151,4.96,1449,0,343.21,8,9,57,30662
1/15/2021,Our goal for 2021? More glass packaging! #chooseglass 2021-01-08-240367975a0a94a2072a57613cc7bc33,163.59,4937,33.14,142,0,0,3,4,459,0
1/15/2021,Our goal for 2021? More glass packaging! #chooseglass 2021-01-08-9829329c1a51d6cac12a32e9977b599d,163.08,7856,20.76,268,0,0,11,3,1130,0
1/15/2021,"The ultimate game day experience? Let’s face it, a glass bottle in hand is all you really need. #ch 2021-01-08-b504dcadb9d66b542695972ab5144160",163.63,9295,17.6,282,0,0,5,2,1283,0
1/15/2021,"Through and through, glass has always been a packaging option you can depend on. #chooseglass 2021-01-08-5d8c5599053993530469edd2949f01fe",161.05,48939,3.29,51,0,0,0,1,77,12318
1/15/2021,"Through and through, glass has always been a packaging option you can depend on. #chooseglass 2021-01-08-7cffb4bbbbb06c07964f540a88786629",164.14,29578,5.55,314,0,0,7,6,131,13172
1/16/2021,**Unlock a Memory** What’s the first place that comes to mind when you see this glass bottle? 🌀  👀 2021-01-11-5fa427d13db9a80ec7808a717d3f0d23,185.04,14054,13.17,661,0,0,24,77,1138,0
1/16/2021,**Unlock a Memory** What’s the first place that comes to mind when you see this glass bottle? 🌀  👀 2021-01-11-631c2ab505ab54be78de2307b1342375,182.14,17266,10.55,202,0.0001,182.14,6,24,957,0
1/16/2021,"After a long day, you deserve to treat yourself, mama. Kick back, relax, and transform the moment w 2021-01-11-cf8c5e94c9d8f60288151d8b27ac1376",182.74,16574,11.03,393,0.0001,182.74,24,7,535,0
1/16/2021,"After a long day, you deserve to treat yourself, mama. Kick back, relax, and transform the moment w 2021-01-11-f3084ba993a9d0c7e181185ec5852132",183.48,13305,13.79,297,0,0,20,11,773,0
1/16/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-2d3cb4941c79883830a3662b6e4a8f38,344.47,35129,9.81,71,0,0,0,4,1800,0
1/16/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-73ed29631abd9ad191bfa02f538e7165,345.5,35494,9.73,421,0,0,47,13,1859,0
1/16/2021,"Beer bottle or beer glass, either way – glass is always a winner in our book! Cheers to homegating  2021-01-13-8abb2b16fff78dbf0b097a9e144002d8",199.64,42171,4.73,172,0,0,0,0,10,15811
1/16/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-735d90d30253b12e999b9fb1e2228b82",354.09,31281,11.32,145,0,0,0,2,21,0
1/16/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-8fa521bf64d1410951793f5a1d6fe974",347.04,29722,11.68,1668,0,0,94,28,1726,0
1/16/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-c98583d902758574fbc6bf0d4cdd64db",352.54,33171,10.63,2411,0,352.54,116,44,1771,0
1/16/2021,Cheers to dialing up virtual hoppy hour with your favorite glass bottled beverage. 🍺 #chooseglass 2021-01-11-86d41bd08b442fd1e4eef46ee8c88d88,185.09,7503,24.67,440,0.0001,185.09,6,1,1010,0
1/16/2021,Cheers to dialing up virtual hoppy hour with your favorite glass bottled beverage. 🍺 #chooseglass 2021-01-11-bcc729763912779ce8cc44ae811b9987,183.64,6490,28.3,127,0,0,5,2,513,0
1/16/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-08-22025b5731324192efa442fae5e4abc2",169.13,23797,7.11,319,0,0,11,2,1677,0
1/16/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-10-738338888f4a9095848818c670436df5",167.69,28703,5.84,47,0,0,0,0,1524,0
1/16/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-10-a0e54181dc968fa98b135f9366bf5a44",167.67,26033,6.44,231,0,0,3,0,1647,0
1/16/2021,"Let’s raise a glass to the New Year—here’s to the cleanest, most sustainable choice for the entire  2021-01-11-153c57f42d243a1a33b6937df25c5a93",208.58,12444,16.76,140,0,0,4,1,530,0
1/16/2021,"Let’s raise a glass to the New Year—here’s to the cleanest, most sustainable choice for the entire  2021-01-11-7b99af4bc8e3d81bc9312a59fefee5dc",208.35,9989,20.86,365,0,0,11,3,1178,0
1/16/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-1818a6dfa56d6cb750cc83e23dd79524,172.93,10118,17.09,365,0,0,17,2,473,0
1/16/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-51e65db5edf983a5844b758d0146f648,173.31,11964,14.49,47,0,0,2,0,1288,0
1/16/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-75dc086d0b03088f9eb56636dee05a4f,121.03,13894,8.71,748,0,0,39,5,879,0
1/16/2021,New Year. New Beer. 🍺 #chooseglass 2021-01-08-b06a37f6eb6e036f0bfd8f995f903f6e,173.36,8465,20.48,303,0,0,11,8,616,0
1/16/2021,No curbside recycling? No worries. Your local drop-off makes glass recycling quick and easy. ♻️ #ch 2020-12-22-fe64d858034868c51cc032cd5d277bbc,348.23,70923,4.91,1552,0,0,4,8,55,31529
1/16/2021,Our goal for 2021? More glass packaging! #chooseglass 2021-01-08-240367975a0a94a2072a57613cc7bc33,173.93,5554,31.32,180,0,0,2,1,434,0
1/16/2021,Our goal for 2021? More glass packaging! #chooseglass 2021-01-08-9829329c1a51d6cac12a32e9977b599d,173.74,8912,19.5,211,0,0,4,6,1140,0
1/16/2021,"The ultimate game day experience? Let’s face it, a glass bottle in hand is all you really need. #ch 2021-01-08-b504dcadb9d66b542695972ab5144160",171.25,10323,16.59,325,0,0,6,5,1276,0
1/16/2021,"Through and through, glass has always been a packaging option you can depend on. #chooseglass 2021-01-08-5d8c5599053993530469edd2949f01fe",167.77,55360,3.03,50,0,0,0,1,51,13295
1/16/2021,"Through and through, glass has always been a packaging option you can depend on. #chooseglass 2021-01-08-7cffb4bbbbb06c07964f540a88786629",168.02,32700,5.14,390,0,0,7,11,139,14278
1/17/2021,**Unlock a Memory** What’s the first place that comes to mind when you see this glass bottle? 🌀  👀 2021-01-11-5fa427d13db9a80ec7808a717d3f0d23,53.05,4040,13.13,171,0,0,4,15,305,0
1/17/2021,**Unlock a Memory** What’s the first place that comes to mind when you see this glass bottle? 🌀  👀 2021-01-11-631c2ab505ab54be78de2307b1342375,55.55,4166,13.33,76,0,0,2,10,253,0
1/17/2021,"After a long day, you deserve to treat yourself, mama. Kick back, relax, and transform the moment w 2021-01-11-cf8c5e94c9d8f60288151d8b27ac1376",56.21,4948,11.36,109,0,0,8,5,134,0
1/17/2021,"After a long day, you deserve to treat yourself, mama. Kick back, relax, and transform the moment w 2021-01-11-f3084ba993a9d0c7e181185ec5852132",54.46,3565,15.28,80,0,0,12,6,203,0
1/17/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-2d3cb4941c79883830a3662b6e4a8f38,108.86,8440,12.9,31,0,0,2,0,527,0
1/17/2021,Are you ready to join #teamglass? Help save the world one infinitely recyclable glass bottle at a t 2020-12-22-73ed29631abd9ad191bfa02f538e7165,112.46,8069,13.94,243,0,0,21,10,566,0
1/17/2021,"Beer bottle or beer glass, either way – glass is always a winner in our book! Cheers to homegating  2021-01-13-8abb2b16fff78dbf0b097a9e144002d8",61.13,13156,4.65,61,0,0,0,0,2,5074
1/17/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-735d90d30253b12e999b9fb1e2228b82",118.01,8333,14.16,41,0,0,0,0,5,0
1/17/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-8fa521bf64d1410951793f5a1d6fe974",109.19,9647,11.32,634,0,0,42,9,560,0
1/17/2021,"By continuing to recycle glass packaging, we’re all helping to keep the beer industry going. Thank  2020-12-23-c98583d902758574fbc6bf0d4cdd64db",111.97,10375,10.79,730,0,0,40,11,565,0
1/17/2021,Cheers to dialing up virtual hoppy hour with your favorite glass bottled beverage. 🍺 #chooseglass 2021-01-11-86d41bd08b442fd1e4eef46ee8c88d88,55.55,2306,24.09,199,0,0,0,7,302,0
1/17/2021,Cheers to dialing up virtual hoppy hour with your favorite glass bottled beverage. 🍺 #chooseglass 2021-01-11-bcc729763912779ce8cc44ae811b9987,57.29,2153,26.61,64,0,0,1,1,141,0
1/17/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-08-22025b5731324192efa442fae5e4abc2",61.98,8562,7.24,136,0,0,4,0,579,0
1/17/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-10-738338888f4a9095848818c670436df5",59,10397,5.67,19,0,0,0,1,562,0
1/17/2021,"Hey you! 👋 Grab that bottle of beer, fancy up that ice-cream in a classy glass bowl and turn regula 2021-01-10-a0e54181dc968fa98b135f9366bf5a44",55.87,8624,6.48,78,0,0,0,1,488,0
1/17/2021,"Let’s raise a glass to the New Year—here’s to the cleanest, most sustainable choice for the entire  2021-01-11-153c57f42d243a1a33b6937df25c5a93",67.05,4248,15.78,47,0,0,0,0,150,0
1/17/2021,"Let’s raise a glass to the New Year—here’s to the cleanest, most sustainable choice for the entire  2021-01-11-7b99af4bc8e3d81bc9312a59fefee5dc",63.67,2691,23.66,159,0,0,2,4,348,0
